,date,user_id,username,name,tweet,mentions,replies_count,retweets_count,likes_count,hashtags,reply_to,Unnamed: 0.1,token,n_frasi,n_parole_uniche,n_lettere ,n_media_parole,word_f,compound,neg,neu,pos,sentimenti
10,2022-05-16,1376149476684001284,joflohoosier,Jo🇺🇸🇺🇦🇪🇺#OneUnitedFreeUkraine,claracluck jakeyarnett bostonian drproudman abuser alcoholic however defer expert men alcohol problem six time likely abuse partner depp settle million w ex french extortionist c nt hmm,[],3,0,0, deppvsheard amberheard ,"[{'screen_name': 'claracluck33', 'name': 'Clara Cluck - 3️⃣ is the magic number', 'id': '830355534771523585'}, {'screen_name': 'JakeyArnett666', 'name': 'Jakester 🏳️\u200d🌈🏳️\u200d⚧️🇺🇦', 'id': '1083769477903331328'}, {'screen_name': 'Bostonian7019', 'name': 'The Bostonian', 'id': '1510664914112856072'}, {'screen_name': 'DrProudman', 'name': 'Dr Charlotte Proudman', 'id': '1095830668574162944'}]",,"['claracluck', 'jakeyarnett', 'bostonian', 'drproudman', 'abuser', 'alcoholic', 'however', 'defer', 'expert', 'men', 'alcohol', 'problem', 'six', 'time', 'likely', 'abuse', 'partner', 'depp', 'settle', 'million', 'w', 'ex', 'french', 'extortionist', 'c', 'nt', 'hmm']",1,27,185,5.888888888888889,,-0.9136,0.377,0.623,0.0,NEUTRALE
11,2022-05-16,1376149476684001284,joflohoosier,Jo🇺🇸🇺🇦🇪🇺#OneUnitedFreeUkraine,whatsthecraic shashim bostonian drproudman villain story course going head butting incident accident never deny head butting admitted court restraining head butting ok hr security ffs,[],2,0,0, deppvsheard ,"[{'screen_name': 'whatsthecraic1', 'name': ""what's the craic?"", 'id': '624022066'}, {'screen_name': 'shashim260', 'name': 'Sarah', 'id': '1266039530773192705'}, {'screen_name': 'Bostonian7019', 'name': 'The Bostonian', 'id': '1510664914112856072'}, {'screen_name': 'DrProudman', 'name': 'Dr Charlotte Proudman', 'id': '1095830668574162944'}]",,"['whatsthecraic', 'shashim', 'bostonian', 'drproudman', 'villain', 'story', 'course', 'going', 'head', 'butting', 'incident', 'accident', 'never', 'deny', 'head', 'butting', 'admitted', 'court', 'restraining', 'head', 'butting', 'ok', 'hr', 'security', 'ffs']",1,21,183,6.36,,-0.6667,0.287,0.493,0.22,NEGATIVO
12,2022-05-16,1376149476684001284,joflohoosier,Jo🇺🇸🇺🇦🇪🇺#OneUnitedFreeUkraine,claracluck jakeyarnett bostonian drproudman abuser alcoholic however defer expert men alcohol problem six time likely abuse partner depp settle million w ex french extortionist c nt hmm,[],3,0,0, deppvsheard amberheard ,"[{'screen_name': 'claracluck33', 'name': 'Clara Cluck - 3️⃣ is the magic number', 'id': '830355534771523585'}, {'screen_name': 'JakeyArnett666', 'name': 'Jakester 🏳️\u200d🌈🏳️\u200d⚧️🇺🇦', 'id': '1083769477903331328'}, {'screen_name': 'Bostonian7019', 'name': 'The Bostonian', 'id': '1510664914112856072'}, {'screen_name': 'DrProudman', 'name': 'Dr Charlotte Proudman', 'id': '1095830668574162944'}]",,"['claracluck', 'jakeyarnett', 'bostonian', 'drproudman', 'abuser', 'alcoholic', 'however', 'defer', 'expert', 'men', 'alcohol', 'problem', 'six', 'time', 'likely', 'abuse', 'partner', 'depp', 'settle', 'million', 'w', 'ex', 'french', 'extortionist', 'c', 'nt', 'hmm']",1,27,185,5.888888888888889,,-0.9136,0.377,0.623,0.0,NEUTRALE
13,2022-05-16,1376149476684001284,joflohoosier,Jo🇺🇸🇺🇦🇪🇺#OneUnitedFreeUkraine,whatsthecraic shashim bostonian drproudman villain story course going head butting incident accident never deny head butting admitted court restraining head butting ok hr security ffs,[],2,0,0, deppvsheard ,"[{'screen_name': 'whatsthecraic1', 'name': ""what's the craic?"", 'id': '624022066'}, {'screen_name': 'shashim260', 'name': 'Sarah', 'id': '1266039530773192705'}, {'screen_name': 'Bostonian7019', 'name': 'The Bostonian', 'id': '1510664914112856072'}, {'screen_name': 'DrProudman', 'name': 'Dr Charlotte Proudman', 'id': '1095830668574162944'}]",,"['whatsthecraic', 'shashim', 'bostonian', 'drproudman', 'villain', 'story', 'course', 'going', 'head', 'butting', 'incident', 'accident', 'never', 'deny', 'head', 'butting', 'admitted', 'court', 'restraining', 'head', 'butting', 'ok', 'hr', 'security', 'ffs']",1,21,183,6.36,,-0.6667,0.287,0.493,0.22,NEGATIVO
14,2022-05-17,1522685939616817153,castanzageorgie,GeorgieCastanza,face spokesperson cosmetic brand l oreal definitely going make sure face fine money maker,[],0,1,19, deppvsheard johnnydeppvamberheard deppheardtrial ,[],,"['face', 'spokesperson', 'cosmetic', 'brand', 'l', 'oreal', 'definitely', 'going', 'make', 'sure', 'face', 'fine', 'money', 'maker']",1,13,89,5.428571428571429,,0.7003,0.0,0.595,0.405,NEUTRALE
15,2022-05-17,1497397049154801664,catwoman_1111,cat,markbusalacchi kingthirst got arrested tasya fight cop saw airport think jail night till daddy someone else using time got dangerous see much,[],1,0,3, deppvsheard ,"[{'screen_name': 'MarkBusalacchi', 'name': 'Mark C Busalacchi', 'id': '1517248488341393410'}, {'screen_name': 'KingThirst1', 'name': 'King Thirst', 'id': '1440385435738402821'}]",,"['markbusalacchi', 'kingthirst', 'got', 'arrested', 'tasya', 'fight', 'cop', 'saw', 'airport', 'think', 'jail', 'night', 'till', 'daddy', 'someone', 'else', 'using', 'time', 'got', 'dangerous', 'see', 'much']",1,21,141,5.454545454545454,,-0.8316,0.317,0.683,0.0,NEGATIVO
16,2022-05-17,1497397049154801664,catwoman_1111,cat,sister pledged stop lying happen hell freeze paying million,[],0,1,10, amberheard aclu childrenshospital deppvsheard ,[],,"['sister', 'pledged', 'stop', 'lying', 'happen', 'hell', 'freeze', 'paying', 'million']",1,9,59,5.666666666666667,,-0.875,0.622,0.305,0.073,NEGATIVO
17,2022-05-17,1058922570,hey_johnathan,Johnathan Taylor-Jefferson,bos,[],2,3,89, camillevasquez justiceforjohnnydepp johnnydeppisinnocent johnnydepp amberheard deppvheard deppvsheard johnnydeppvamberheard ,[],,['bos'],1,1,3,3.0,,0.0,0.0,1.0,0.0,NEUTRALE
18,2022-05-17,1522685939616817153,castanzageorgie,GeorgieCastanza,soo basically rest society two synonymously sociopath synonym day court,[],1,0,16, deppvsheard amberheardisaliar johnnydeppvamberheard ,[],,"['soo', 'basically', 'rest', 'society', 'two', 'synonymously', 'sociopath', 'synonym', 'day', 'court']",1,10,71,6.2,,0.0,0.0,1.0,0.0,POSITIVO
19,2022-05-17,1058922570,hey_johnathan,Johnathan Taylor-Jefferson,johnny depp accused bullshit never see eye amber heard give last hug johnny bitch,[],2,5,61, justiceforjohnnydepp johnnydeppisinnocent johnnydepp amberheard deppvheard deppvsheard johnnydeppvamberheard ,[],,"['johnny', 'depp', 'accused', 'bullshit', 'never', 'see', 'eye', 'amber', 'heard', 'give', 'last', 'hug', 'johnny', 'bitch']",1,13,81,4.857142857142857,johnny,-0.7717,0.428,0.437,0.135,NEGATIVO
20,2022-05-17,1497397049154801664,catwoman_1111,cat,justbrooke thought one behind side nobody eve barlow davidshane got exposed,[],6,4,103, amberheard deppvsheard ,"[{'screen_name': 'justbrooke7', 'name': 'hellohelllo', 'id': '1324459594329001988'}]",,"['justbrooke', 'thought', 'one', 'behind', 'side', 'nobody', 'eve', 'barlow', 'davidshane', 'got', 'exposed']",1,11,75,5.909090909090909,,-0.0772,0.115,0.885,0.0,NEGATIVO
21,2022-05-17,1522685939616817153,castanzageorgie,GeorgieCastanza,let known light shine speaks truth,[],1,10,133, deppvsheard camillevasquez amberheard ,[],,"['let', 'known', 'light', 'shine', 'speaks', 'truth']",1,6,34,4.833333333333333,,0.3182,0.0,0.685,0.315,NEGATIVO
22,2022-05-17,1522685939616817153,castanzageorgie,GeorgieCastanza,sat million settlement month prior sued donate divorce proceeds,[],0,1,24, deppvsheard amberheard deppheardtrial aclu amberheardlsaliar ,[],,"['sat', 'million', 'settlement', 'month', 'prior', 'sued', 'donate', 'divorce', 'proceeds']",1,9,63,6.111111111111111,,0.0,0.0,1.0,0.0,POSITIVO
23,2022-05-16,1522685939616817153,castanzageorgie,GeorgieCastanza,true activist civil right,[],0,1,5, deppvsheard istandwithjohnny deppheardtrial ,[],,"['true', 'activist', 'civil', 'right']",1,4,25,5.5,,0.4215,0.0,0.517,0.483,POSITIVO
24,2022-05-16,1497397049154801664,catwoman_1111,cat,need new glass hell mark scalp still scar eyelid old house phone abuser god people lie much front world see want camera coulda duped ppl msm,[],0,1,9, amberheardlsaliar deppvsheard ,[],,"['need', 'new', 'glass', 'hell', 'mark', 'scalp', 'still', 'scar', 'eyelid', 'old', 'house', 'phone', 'abuser', 'god', 'people', 'lie', 'much', 'front', 'world', 'see', 'want', 'camera', 'coulda', 'duped', 'ppl', 'msm']",1,26,140,4.423076923076923,,-0.8625,0.311,0.593,0.096,NEGATIVO
25,2022-05-16,1497397049154801664,catwoman_1111,cat,talking people b tch talking dead abuser saying imagine amber dead right talk dead brother sister dead dog anyone listen rather talk old dead abuser,[],0,0,0, johnnydepp deppvsheard ,[],,"['talking', 'people', 'b', 'tch', 'talking', 'dead', 'abuser', 'saying', 'imagine', 'amber', 'dead', 'right', 'talk', 'dead', 'brother', 'sister', 'dead', 'dog', 'anyone', 'listen', 'rather', 'talk', 'old', 'dead', 'abuser']",1,18,148,4.96,amber,-0.9844,0.628,0.372,0.0,NEGATIVO
26,2022-05-16,1058922570,hey_johnathan,Johnathan Taylor-Jefferson,drproudman america evidence jury call shot uk trial ghetto welcome america,[],1,2,40, justiceforjohnnydepp johnnydeppisinnocent johnnydepp amberheard deppvheard deppvsheard johnnydeppvamberheard ,"[{'screen_name': 'DrProudman', 'name': 'Dr Charlotte Proudman', 'id': '1095830668574162944'}]",,"['drproudman', 'america', 'evidence', 'jury', 'call', 'shot', 'uk', 'trial', 'ghetto', 'welcome', 'america']",1,10,74,5.818181818181818,,0.4588,0.0,0.769,0.231,NEUTRALE
27,2022-05-16,1058922570,hey_johnathan,Johnathan Taylor-Jefferson,camille vasquez amazing today,[],0,0,19, justiceforjohnnydepp johnnydeppisinnocent johnnydepp amberheard deppvheard deppvsheard johnnydeppvamberheard ,[],,"['camille', 'vasquez', 'amazing', 'today']",1,4,29,6.5,camille,0.5859,0.0,0.441,0.559,NEUTRALE
28,2022-05-16,1366901170594267138,glorian62678817,Bella,greedy immoral bigoted bare face liar amber heard shown,[],0,2,22, amberheard deppvsheard camillevazquez ,[],,"['greedy', 'immoral', 'bigoted', 'bare', 'face', 'liar', 'amber', 'heard', 'shown']",1,9,55,5.222222222222222,amber,-0.8225,0.589,0.411,0.0,NEUTRALE
29,2022-05-16,3020511858,bretzelicious,Pips,beautiful 😭 yas bish slayy,[],0,0,2, deppvsheard ,[],,"['beautiful', '😭', 'yas', 'bish', 'slayy']",1,5,26,4.4,,0.5994,0.0,0.435,0.565,NEGATIVO
30,2022-05-16,1117706120381050882,allezupyourass,FreakSHOW+coke+oxy😂,pay lawyer pay security pay pr pay lot fee clear name total u talking ofc spent,[],0,1,12, istandwithamberheard justiceforamberheard metoo deppvsheard johnnydeppvsamberheard deppheardtrial ,[],,"['pay', 'lawyer', 'pay', 'security', 'pay', 'pr', 'pay', 'lot', 'fee', 'clear', 'name', 'total', 'u', 'talking', 'ofc', 'spent']",1,13,79,4.0,,0.34,0.286,0.459,0.255,NEGATIVO
31,2022-05-16,1058922570,hey_johnathan,Johnathan Taylor-Jefferson,amber heard getting cooked,[],0,0,20, justiceforjohnnydepp johnnydeppisinnocent johnnydepp amberheard deppvheard deppvsheard johnnydeppvamberheard ,[],,"['amber', 'heard', 'getting', 'cooked']",1,4,26,5.75,amber,0.0,0.0,1.0,0.0,NEUTRALE
32,2022-05-16,2603551963,__towanda,KuckFarma,camille turned,[],0,1,3, justiceforjohnnydepp amberheardisaliar deppheardtrial deppvsheard camille camillevasquez ,[],,"['camille', 'turned']",1,2,14,6.5,camille,0.0,0.0,1.0,0.0,NEGATIVO
33,2022-05-16,1257770229821628417,jessiethebud,Jessie,oh tell judge amber heard lawyer shit trying make something nothing 😂,[],1,9,151, justiceforjohnnydepp johnnydepp amberheardisaliar amberheardisanabuser amberheardisapsychopath amberhearddeservesprison deppvsheard ,[],,"['oh', 'tell', 'judge', 'amber', 'heard', 'lawyer', 'shit', 'trying', 'make', 'something', 'nothing', '😂']",1,12,69,4.833333333333333,amber,-0.5574,0.265,0.735,0.0,NEGATIVO
34,2022-05-16,2603551963,__towanda,KuckFarma,able catch sleeping camille cat playing mouse oh god ahahaha,[],1,1,14, justiceforjohnnydepp deppheardtrial deppvsheard amberheardisaliar amberheard ,[],,"['able', 'catch', 'sleeping', 'camille', 'cat', 'playing', 'mouse', 'oh', 'god', 'ahahaha']",1,10,60,5.1,camille,0.4404,0.0,0.672,0.328,NEGATIVO
35,2022-05-16,1117706120381050882,allezupyourass,FreakSHOW+coke+oxy😂,cut arm glass incident 🥺,[],0,0,5, istandwithamberheard justiceforjohnnydepp justiceforamberheard metoo johnnydeppvsamberheard deppheardtrial deppvsheard ,[],,"['cut', 'arm', 'glass', 'incident', '🥺']",1,5,24,4.0,,-0.2732,0.412,0.588,0.0,NEGATIVO
36,2022-05-16,2603551963,__towanda,KuckFarma,hold broke nose left johnny proof assaulted taking piss,[],0,1,13, justiceforjohnnydepp deppvsheard deppheardtrial amberheardisaliar amberheard amberturd ,[],,"['hold', 'broke', 'nose', 'left', 'johnny', 'proof', 'assaulted', 'taking', 'piss']",1,9,55,5.222222222222222,johnny,-0.836,0.597,0.403,0.0,NEGATIVO
37,2022-05-16,1117706120381050882,allezupyourass,FreakSHOW+coke+oxy😂,james corden show u basically see black eye lip covered red lipstick make artist testimony noticed split lip bruise near eye,[],1,6,13, justiceforamberheard istandwithamberheard johnnydeppvsamberheard deppvsheard amberheard johnnydepp metoo ,[],,"['james', 'corden', 'show', 'u', 'basically', 'see', 'black', 'eye', 'lip', 'covered', 'red', 'lipstick', 'make', 'artist', 'testimony', 'noticed', 'split', 'lip', 'bruise', 'near', 'eye']",1,19,124,4.9523809523809526,,0.0,0.0,1.0,0.0,NEGATIVO
38,2022-05-16,2603551963,__towanda,KuckFarma,assaulted back wear lowest backless dress could find day,[],0,2,25, justiceforjohnnydepp deppheardtrial deppvsheard amberhearddeservesprison amberheardisaliar ,[],,"['assaulted', 'back', 'wear', 'lowest', 'backless', 'dress', 'could', 'find', 'day']",1,9,56,5.333333333333333,,-0.7184,0.462,0.538,0.0,POSITIVO
39,2022-05-16,2603551963,__towanda,KuckFarma,allergy season nose swollen amount ice cover bitch standing saying heals broken bone ice,[],0,0,8, justiceforjohnnydepp deppheardtrial deppvsheard amberheardisaliar amberheardisapsychopath amberheard ,[],,"['allergy', 'season', 'nose', 'swollen', 'amount', 'ice', 'cover', 'bitch', 'standing', 'saying', 'heals', 'broken', 'bone', 'ice']",1,13,88,5.357142857142857,,-0.7845,0.365,0.635,0.0,POSITIVO
40,2022-05-16,2603551963,__towanda,KuckFarma,nose seeing,[],1,1,12, justiceforjohnnydepp deppheardtrial deppvsheard amberheardisaliar amberheardisanabuser ,[],,"['nose', 'seeing']",1,2,11,5.0,,0.0,0.0,1.0,0.0,NEGATIVO
41,2022-05-16,2603551963,__towanda,KuckFarma,picture injures visible human eye amber heard,[],2,4,32, justiceforjohnnydepp deppheardtrial deppvsheard amberheardisaliar camillevasquez camille amberturd amberheardisapsychopath ,[],,"['picture', 'injures', 'visible', 'human', 'eye', 'amber', 'heard']",1,7,45,5.571428571428571,amber,0.0,0.0,1.0,0.0,NEUTRALE
42,2022-05-16,1058922570,hey_johnathan,Johnathan Taylor-Jefferson,camille expose lie,[],0,0,8, justiceforjohnnydepp johnnydeppisinnocent johnnydepp amberheard deppvheard deppvsheard johnnydeppvamberheard ,[],,"['camille', 'expose', 'lie']",1,3,18,5.333333333333333,camille,-0.1531,0.444,0.556,0.0,POSITIVO
43,2022-05-16,2603551963,__towanda,KuckFarma,omg attitude woman johnny team questioning bullshit fake tear recalling abuse right amber,[],0,2,48, johnnydeppvamberheard amberheardisaliar amberheard justiceforjohnnydepp deppheardtrial deppvsheard ,[],,"['omg', 'attitude', 'woman', 'johnny', 'team', 'questioning', 'bullshit', 'fake', 'tear', 'recalling', 'abuse', 'right', 'amber']",1,13,89,5.923076923076923,johnny,-0.91,0.581,0.419,0.0,NEGATIVO
44,2022-05-16,2603551963,__towanda,KuckFarma,camille going throat already,[],2,3,9, justiceforjohhnydepp deppheardtrial deppvsheard amberheardisaliar camille camillevasquez ,[],,"['camille', 'going', 'throat', 'already']",1,4,28,6.25,camille,0.0,0.0,1.0,0.0,POSITIVO
45,2022-05-16,1058922570,hey_johnathan,Johnathan Taylor-Jefferson,camille playing game,[],0,0,32, justiceforjohnnydepp johnnydeppisinnocent johnnydepp amberheard deppvheard deppvsheard johnnydeppvamberheard ,[],,"['camille', 'playing', 'game']",1,3,20,6.0,camille,0.2023,0.0,0.526,0.474,POSITIVO
46,2022-05-16,809733415,la_julica,Juliana,cent bring dog evidence,[],1,0,2, johnnydepp amberheard deppvsheard johnndeppvsamberheard deppheardtrial ,[],,"['cent', 'bring', 'dog', 'evidence']",1,4,23,5.0,,0.0,0.0,1.0,0.0,POSITIVO
47,2022-05-16,1058922570,hey_johnathan,Johnathan Taylor-Jefferson,drproudman youtube cross examination expose amber heard,[],2,2,17, justiceforjohnnydepp johnnydeppisinnocent johnnydepp amberheard deppvheard deppvsheard johnnydeppvamberheard ,"[{'screen_name': 'DrProudman', 'name': 'Dr Charlotte Proudman', 'id': '1095830668574162944'}, {'screen_name': 'YouTube', 'name': 'YouTube', 'id': '10228272'}]",,"['drproudman', 'youtube', 'cross', 'examination', 'expose', 'amber', 'heard']",1,7,55,7.0,amber,-0.1531,0.211,0.789,0.0,NEUTRALE
48,2022-05-16,2603551963,__towanda,KuckFarma,beautiful graduated competent talented woman cross examinating gonna see amber talentless narcissist explode rage,[],1,0,17, justiceforjohnnydepp deppheardtrial deppvsheard amberheardisaliar camillevasquez camille amberturd ,[],,"['beautiful', 'graduated', 'competent', 'talented', 'woman', 'cross', 'examinating', 'gon', 'na', 'see', 'amber', 'talentless', 'narcissist', 'explode', 'rage']",1,14,113,7.142857142857143,amber,0.5106,0.251,0.364,0.385,POSITIVO
49,2022-05-16,2603551963,__towanda,KuckFarma,camille ready cross examination,[],1,2,29, justiceforjohnnydepp deppheardtrial deppvsheard amberheardisaliar amberheardisapsychopath amberturd camille camillevasquez jacksparrow ,[],,"['camille', 'ready', 'cross', 'examination']",1,4,31,7.0,camille,0.3612,0.0,0.545,0.455,POSITIVO
50,2022-05-16,1058922570,hey_johnathan,Johnathan Taylor-Jefferson,amber heard hide behind lie anymore go time,[],0,1,12, justiceforjohnnydepp johnnydeppisinnocent johnnydepp amberheard deppvheard deppvsheard johnnydeppvamberheard ,[],,"['amber', 'heard', 'hide', 'behind', 'lie', 'anymore', 'go', 'time']",1,8,43,4.5,amber,-0.1779,0.195,0.805,0.0,POSITIVO
51,2022-05-16,1058922570,hey_johnathan,Johnathan Taylor-Jefferson,legendary mic drop amber heard hide behind lie anymore johnny depp justice finally,[],0,4,53, camillevazquez justiceforjohnnydepp johnnydeppisinnocent johnnydepp amberheard deppvheard deppvsheard johnnydeppvamberheard ,[],,"['legendary', 'mic', 'drop', 'amber', 'heard', 'hide', 'behind', 'lie', 'anymore', 'johnny', 'depp', 'justice', 'finally']",1,13,82,5.384615384615385,amber,0.1531,0.221,0.581,0.198,POSITIVO
52,2022-05-16,1058922570,hey_johnathan,Johnathan Taylor-Jefferson,drproudman cross examination reveal amber heard lie,[],1,0,10, justiceforjohnnydepp johnnydeppisinnocent johnnydepp amberheard deppvheard deppvsheard johnnydeppvamberheard ,"[{'screen_name': 'DrProudman', 'name': 'Dr Charlotte Proudman', 'id': '1095830668574162944'}]",,"['drproudman', 'cross', 'examination', 'reveal', 'amber', 'heard', 'lie']",1,7,51,6.428571428571429,amber,0.0,0.0,1.0,0.0,NEGATIVO
53,2022-05-16,1058922570,hey_johnathan,Johnathan Taylor-Jefferson,sierragillespie lawcrimenetwork cross examination reveal,[],0,0,25, justiceforjohnnydepp johnnydeppisinnocent johnnydepp amberheard deppvheard deppvsheard johnnydeppvamberheard ,"[{'screen_name': 'sierragillespie', 'name': 'Sierra Gillespie', 'id': '833457219823878144'}, {'screen_name': 'LawCrimeNetwork', 'name': 'Law&Crime Network', 'id': '2395421815'}]",,"['sierragillespie', 'lawcrimenetwork', 'cross', 'examination', 'reveal']",1,5,56,10.4,,0.0,0.0,1.0,0.0,NEGATIVO
54,2022-05-16,2603551963,__towanda,KuckFarma,cross gonna today screaming,[],0,1,4, deppheardtrial deppvsheard justiceforjohnnydepp amberheardisaliar ,[],,"['cross', 'gon', 'na', 'today', 'screaming']",1,4,27,6.0,,-0.3818,0.464,0.536,0.0,NEGATIVO
55,2022-05-16,1058922570,hey_johnathan,Johnathan Taylor-Jefferson,cross examination let go finally,[],1,1,24, justiceforjohnnydepp johnnydeppisinnocent johnnydepp amberheard deppvheard deppvsheard johnnydeppvamberheard ,[],,"['cross', 'examination', 'let', 'go', 'finally']",1,5,32,5.6,,0.0,0.0,1.0,0.0,NEGATIVO
